OrderID,CustomerID,OrderDate,ItemQuantity,TotalPrice
20-140-3398,72-650-0634,2020-10-16,2,139.70
31-762-1168,84-581-2271,2020-09-04,1,66.86
65-386-4145,56-917-2112,2022-01-26,2,137.76
09-923-6077,56-311-7903,2021-08-26,3,199.76
87-435-5817,30-481-3036,2021-04-26,2,78.12
95-524-7993,54-947-0130,2021-12-02,1,125.99
88-109-5070,12-180-4369,2022-06-03,3,104.07
46-796-5628,29-590-2171,2020-10-28,3,179.70
92-555-9940,20-380-7591,2022-09-27,2,187.50
43-718-3224,58-762-4502,2019-07-29,1,352.50
95-587-8796,88-064-9725,2022-06-13,2,112.50
84-976-0893,91-647-4130,2019-10-30,3,330.00
85-313-3288,50-213-8609,2019-07-14,2,480.00
82-287-7415,39-738-3678,2022-05-11,1,315.00
72-823-6963,98-374-2865,2020-03-03,3,465.00
82-090-4450,01-560-0809,2019-06-27,3,337.50
79-555-6824,70-750-9176,2021-01-01,2,285.00
33-177-2796,82-014-8133,2019-08-11,1,147.00
13-435-8115,87-320-3281,2021-01-04,2,252.41
92-833-3271,94-479-0084,2019-12-11,3,186.93
37-474-6061,24-176-7246,2022-09-27,2,216.14
96-257-8035,64-206-9106,2021-01-22,1,152.40
61-097-0206,69-254-9529,2020-10-25,3,139.70
58-326-4792,49-045-3798,2020-05-03,3,66.86
93-396-2857,08-816-0158,2020-09-05,2,137.76
48-335-5237,39-392-8970,2022-02-14,1,199.76
74-034-2507,36-821-2511,2020-09-27,2,78.12
80-768-1365,64-494-1301,2021-05-16,3,125.99
00-283-3544,07-369-4272,2022-07-02,2,104.07
68-323-6449,49-237-7569,2021-02-26,1,179.70
30-124-4774,84-872-5897,2020-02-05,3,187.50
61-509-9344,23-245-6549,2021-02-13,3,352.50
66-276-1471,01-889-1994,2021-02-10,2,112.50
29-595-2468,85-126-7032,2021-12-18,1,330.00
35-174-3155,04-729-3719,2020-03-05,2,480.00
25-621-0618,79-553-1254,2020-05-21,3,315.00
82-799-6775,40-116-0451,2022-08-04,2,465.00
83-584-6805,43-831-6225,2019-09-25,1,337.50
31-405-1090,80-827-8013,2021-12-27,3,285.00
47-102-5062,20-741-4330,2019-09-14,3,147.00
53-541-9522,89-981-5015,2022-07-14,2,252.41
77-180-0305,03-684-7057,2021-08-25,1,186.93
43-109-7017,51-811-2023,2020-07-22,2,216.14
21-743-3530,98-463-7157,2019-12-23,3,152.40
28-279-3419,15-541-9267,2021-09-04,2,139.70
35-460-4013,60-341-1613,2020-02-27,1,66.86
47-084-5361,94-189-0780,2021-10-09,3,137.76
30-601-0133,25-816-5806,2022-02-05,3,199.76
70-350-8506,60-243-1925,2022-02-04,2,78.12
77-325-6969,99-181-8100,2020-01-27,1,125.99
35-067-3364,57-653-7765,2022-07-06,2,104.07
98-646-1456,00-896-7289,2022-06-28,3,179.70
70-821-6798,60-337-9209,2022-03-23,2,187.50
51-960-7680,89-961-8506,2022-06-04,1,352.50
45-436-6764,79-104-5654,2020-07-31,3,112.50
69-254-6693,75-667-5377,2020-03-02,3,330.00
49-795-0099,83-007-6408,2019-10-20,2,480.00
52-708-9153,91-757-8892,2023-01-06,1,315.00
05-378-2914,08-417-0042,2022-03-02,2,465.00
09-522-5385,83-660-8060,2019-10-17,3,337.50
01-754-7255,97-850-3306,2020-07-03,2,285.00
53-851-0542,43-225-1028,2021-04-07,1,147.00
46-773-9492,84-559-2630,2022-11-15,3,252.41
85-559-9663,03-883-9835,2020-07-30,3,186.93
66-576-7484,45-619-6096,2019-09-16,2,216.14
88-729-8334,71-766-2433,2022-12-18,1,152.40
44-877-6595,95-556-4695,2022-08-27,2,139.70
32-596-3017,46-633-0361,2021-12-06,3,66.86
90-716-3855,92-904-9582,2021-03-18,2,137.76
84-632-0013,67-841-9713,2021-11-04,1,199.76
02-211-2785,68-296-9308,2021-09-09,3,78.12
35-884-9148,27-342-8219,2020-04-18,3,125.99
12-605-1676,12-982-1679,2022-10-14,2,104.07
38-750-7959,16-392-8441,2020-02-29,1,179.70
11-821-0545,01-608-1032,2020-11-08,2,187.50
60-600-4172,28-838-2563,2020-01-02,3,352.50
34-426-9335,91-276-1722,2022-08-05,2,112.50
60-230-9043,92-898-9409,2021-08-21,1,330.00
67-799-1881,28-808-0517,2021-08-09,3,480.00
34-061-0340,82-932-8304,2019-09-11,3,315.00
29-930-1681,16-112-3047,2019-08-17,2,465.00
76-522-9855,48-297-2055,2021-11-13,1,337.50
77-986-1901,62-452-0994,2019-12-30,2,285.00
65-329-2436,23-605-5942,2021-11-24,3,147.00
83-597-0985,04-962-5217,2020-05-20,2,252.41
11-858-8042,16-138-8056,2020-07-01,1,186.93
92-610-5614,27-913-7247,2022-08-01,3,216.14
43-918-0203,48-898-3804,2022-07-07,3,152.40
18-752-8277,39-552-7180,2020-10-06,2,139.70
29-463-3688,21-644-8108,2019-12-05,1,66.86
23-382-0687,39-791-8742,2021-08-04,2,137.76
27-252-7456,47-423-8685,2022-10-15,3,199.76
57-773-2064,82-214-2697,2022-03-17,2,78.12
69-361-9646,98-132-2808,2019-12-11,1,125.99
42-108-7287,33-208-6770,2020-06-22,3,104.07
90-122-2737,25-056-4351,2020-08-03,3,179.70
46-138-6582,86-592-7704,2019-08-24,2,187.50
60-885-4424,82-505-1173,2020-08-16,1,352.50
71-516-9998,13-051-6609,2019-12-17,2,112.50
77-165-4390,14-150-3681,2020-02-04,3,330.00
67-156-1140,77-254-6430,2020-03-20,2,480.00
53-131-0339,19-203-6248,2021-06-22,1,315.00
03-039-5845,50-471-6999,2020-04-22,3,465.00
31-955-7364,74-924-9475,2020-07-05,3,337.50
75-606-4195,08-784-0123,2020-10-09,2,285.00
63-453-3505,66-811-8791,2021-02-01,1,147.00
81-493-5555,37-292-6370,2022-02-21,2,252.41
96-049-6957,55-446-0184,2021-09-07,3,186.93
53-661-8226,34-938-2645,2022-11-05,2,216.14
72-015-0440,29-402-3395,2022-09-01,1,152.40
35-326-1148,63-009-8189,2022-08-29,3,139.70
11-244-2193,71-643-1944,2020-04-02,3,66.86
15-190-8465,24-648-1490,2022-03-04,2,137.76
41-177-5682,91-488-9581,2022-12-14,1,199.76
01-877-6020,07-280-9648,2021-06-09,2,78.12
91-690-3480,11-549-7666,2020-05-16,3,125.99
74-314-5556,38-163-2437,2021-02-13,2,104.07
73-900-4790,22-928-0299,2020-10-13,1,179.70
44-379-6825,03-512-0082,2021-11-22,3,187.50
53-925-0103,00-352-9063,2021-10-21,3,352.50
96-883-6756,14-064-2226,2021-09-06,2,112.50
03-248-8148,48-890-3098,2021-10-18,1,330.00
95-581-1944,07-161-0216,2022-03-19,2,480.00
09-229-1754,81-464-9164,2022-01-26,3,315.00
71-188-6549,32-091-9218,2022-08-03,2,465.00
80-489-4967,33-285-9278,2019-12-22,1,337.50
59-971-2896,50-753-5196,2019-08-23,3,285.00
76-746-0202,37-149-1807,2022-02-05,3,147.00
80-544-0183,74-548-0202,2022-11-12,2,252.41
63-236-3555,81-015-5506,2021-04-25,1,186.93
76-509-2544,76-847-6826,2020-05-11,2,216.14
00-799-3091,46-324-1886,2021-09-26,3,152.40
88-756-9391,87-886-6643,2022-12-21,2,139.70
95-599-9120,29-913-3446,2022-06-03,1,66.86
61-622-8419,02-156-3419,2019-10-21,3,137.76
83-547-0450,71-908-5082,2021-04-24,3,199.76
20-343-7160,65-760-7724,2020-08-12,2,78.12
39-607-8115,58-196-6560,2022-12-10,1,125.99
43-799-4873,22-501-0325,2022-11-24,2,104.07
16-609-1782,22-414-3931,2019-11-28,3,179.70
50-617-3367,30-959-5571,2020-09-24,2,187.50
57-761-6559,79-080-9855,2020-11-29,1,352.50
67-009-1409,15-086-9086,2020-10-16,3,112.50
83-687-4769,34-839-6626,2021-09-26,3,330.00
57-683-6723,11-402-7555,2022-12-29,2,480.00
87-535-8388,10-196-1743,2021-04-02,1,315.00
61-799-5380,07-187-1437,2020-11-22,2,465.00
16-386-7757,33-882-5916,2021-07-29,3,337.50
39-040-2440,75-071-4546,2020-10-06,2,285.00
66-665-1879,34-099-5874,2019-09-19,1,147.00
22-001-6016,41-356-7756,2019-08-27,3,252.41
58-149-3499,15-038-3835,2021-08-14,3,186.93
19-329-8137,59-386-1239,2021-03-25,2,216.14
87-443-7001,28-875-7993,2021-12-28,1,152.40
53-322-3671,13-040-2063,2021-01-13,2,139.70
70-365-1885,46-402-7692,2020-08-15,3,66.86
91-490-5244,64-665-8707,2022-08-11,2,137.76
80-616-9335,34-728-6780,2019-09-21,1,199.76
84-007-9095,14-396-6788,2020-10-14,3,78.12
70-276-7176,58-991-4580,2022-10-02,3,125.99
44-439-4440,02-681-4911,2022-08-04,2,104.07
32-023-4917,75-669-7534,2021-09-26,1,179.70
93-829-0535,28-783-9841,2022-05-27,2,187.50
22-867-9098,49-464-9139,2021-09-17,3,352.50
33-395-8454,86-404-0358,2020-05-21,2,112.50
23-636-0824,48-766-8760,2021-05-16,1,330.00
62-201-9287,05-480-9942,2019-06-26,3,480.00
86-227-8811,95-306-3083,2022-11-26,3,315.00
25-432-8239,61-676-0339,2021-02-21,2,465.00
92-487-3562,09-974-0828,2020-03-03,1,337.50
59-738-2614,47-010-9846,2019-07-26,2,285.00
46-627-8981,63-400-1629,2020-08-22,3,147.00
92-859-5564,78-969-3391,2021-01-16,2,252.41
95-581-6863,71-011-7586,2021-11-21,1,186.93
87-766-3663,81-476-1236,2020-10-27,3,216.14
28-376-6551,91-908-8699,2021-11-28,3,152.40
65-428-6495,07-014-5107,2022-09-20,2,139.70
24-690-6396,24-388-6822,2022-03-29,1,66.86
46-576-0301,18-648-5116,2021-09-21,2,137.76
83-262-1365,90-423-2784,2020-04-28,3,199.76
86-425-5753,57-843-3690,2021-05-27,2,78.12
93-702-4764,18-423-4240,2021-06-17,1,125.99
51-493-6866,45-272-9855,2022-01-24,3,104.07
95-935-6126,11-687-7365,2021-06-08,3,179.70
53-412-8787,51-291-3742,2022-09-27,2,187.50
35-759-1971,53-853-8502,2022-10-25,1,352.50
21-106-4079,45-685-2873,2021-11-02,2,112.50
80-720-7802,52-993-1145,2022-04-03,3,330.00
37-398-9630,36-740-6346,2022-01-31,2,480.00
15-192-4862,91-003-5808,2021-10-01,1,315.00
86-668-1105,19-291-5558,2021-07-17,3,465.00
05-024-1112,57-799-5797,2022-11-27,3,337.50
85-868-5544,56-376-6225,2022-12-05,2,285.00
49-404-6008,95-505-4189,2019-10-17,1,147.00
42-108-2633,07-597-7903,2021-08-15,2,252.41
23-824-2201,62-551-8160,2020-01-14,3,186.93
90-256-2320,38-029-8372,2019-06-14,2,216.14
99-679-0062,97-361-6034,2020-12-26,1,152.40
54-322-1808,78-757-0953,2020-09-08,3,139.70
43-850-7830,14-188-9770,2022-03-14,3,66.86
66-721-3658,37-428-9401,2020-04-07,2,137.76
82-445-5186,73-471-6783,2021-09-23,1,199.76
79-627-2533,03-040-0318,2021-03-02,2,78.12
43-634-6121,11-586-9495,2022-09-22,3,125.99
67-723-0322,69-530-7688,2022-03-13,2,104.07
63-346-9064,79-339-7626,2022-01-14,1,179.70
50-747-1156,39-702-3793,2021-03-16,3,187.50
29-600-4791,88-988-5357,2020-08-31,3,352.50
54-800-8042,92-702-5870,2020-05-05,2,112.50
10-150-2658,18-907-7870,2020-06-06,1,330.00
86-819-6178,06-321-2499,2022-10-30,2,480.00
99-862-6759,36-850-2399,2021-12-26,3,315.00
87-618-1229,31-320-9549,2021-04-09,2,465.00
10-638-5334,47-474-8927,2022-10-10,1,337.50
90-359-2449,83-549-0652,2022-08-21,3,285.00
23-153-9991,44-311-9619,2020-12-19,3,147.00
39-130-1094,40-236-9118,2021-02-07,2,252.41
29-260-4008,66-514-5198,2021-04-01,1,186.93
23-364-4571,14-693-9001,2019-11-11,2,216.14
22-906-5872,71-801-5063,2022-04-19,3,152.40
26-326-8254,48-306-2176,2020-01-13,2,139.70
51-290-4538,86-277-5508,2022-05-19,1,66.86
40-476-8892,57-157-8353,2021-01-22,3,137.76
86-606-8047,30-847-7835,2021-05-27,3,199.76
07-143-9471,21-383-0942,2022-03-27,2,78.12
05-822-0829,67-467-1171,2021-04-09,1,125.99
64-941-6067,18-179-2197,2019-09-11,2,104.07
44-969-2805,76-335-3399,2019-09-02,3,179.70
41-201-7265,45-044-4374,2020-12-23,2,187.50
04-238-9179,13-951-6935,2021-01-13,1,352.50
38-295-3172,72-152-2430,2020-12-24,3,112.50
66-679-8766,61-623-7377,2021-07-03,3,330.00
75-556-0225,09-203-2909,2020-02-15,2,480.00
95-025-5981,91-336-4124,2020-03-08,1,315.00
07-312-6026,42-547-8958,2020-02-21,2,465.00
46-072-3557,03-547-5984,2021-05-22,3,337.50
74-006-2266,27-104-9440,2022-03-10,2,285.00
93-829-3135,53-236-6596,2022-03-04,1,147.00
33-671-4773,95-631-7257,2019-07-08,3,252.41
38-694-5330,17-578-7660,2022-10-29,3,186.93
55-592-1782,80-268-7959,2021-09-08,2,216.14
92-880-1942,70-610-7059,2021-06-05,1,152.40
36-019-1520,91-839-0337,2020-08-12,2,139.70
49-961-9885,98-336-1192,2022-05-13,3,66.86
90-877-0957,13-919-9687,2023-01-04,2,137.76
09-185-3204,07-667-2054,2021-12-14,1,199.76
37-656-4777,85-451-7757,2021-09-12,3,78.12
65-432-1983,09-340-5529,2021-07-19,3,125.99
26-973-3455,28-994-2175,2020-01-06,2,104.07
99-346-2194,21-516-0006,2022-01-27,1,179.70
67-813-5657,90-138-4450,2020-02-07,2,187.50
01-879-8004,27-611-0020,2021-07-28,3,352.50
32-792-5231,23-205-4715,2021-08-21,2,112.50
95-846-1036,90-947-8460,2020-10-25,1,330.00
43-720-3267,37-076-7913,2020-07-17,3,480.00
60-009-2815,46-123-3292,2021-09-28,3,315.00
64-718-6202,30-426-0861,2019-08-15,2,465.00
40-690-8134,17-425-9366,2021-02-08,1,337.50
59-784-8988,54-763-6870,2022-06-03,2,285.00
30-032-8406,21-910-6325,2020-07-23,3,147.00
76-194-5836,87-825-2791,2020-01-02,2,252.41
87-820-2746,10-534-1630,2021-06-27,1,186.93
89-535-2329,12-760-8688,2021-02-12,3,216.14
10-141-0121,20-910-8042,2022-01-06,3,152.40
45-486-4534,49-905-8008,2021-05-15,2,139.70
34-230-0439,21-823-5019,2021-09-12,1,66.86
24-102-1793,70-815-9836,2021-04-12,2,137.76
00-822-8333,40-189-3632,2021-04-12,3,199.76
31-669-5161,42-611-3228,2021-05-02,2,78.12
37-691-9097,62-189-0455,2020-11-29,1,125.99
72-306-1723,67-746-6460,2020-07-01,3,104.07
53-622-3155,44-431-8932,2021-05-03,3,179.70
03-568-8174,82-729-5605,2020-11-21,2,187.50
05-318-1801,77-869-4945,2019-10-05,1,352.50
26-802-1005,53-704-6388,2020-09-01,2,112.50
51-287-9364,14-346-3203,2021-11-22,3,330.00
15-272-2116,14-832-8262,2022-09-08,2,480.00
97-039-9333,12-510-9183,2022-11-17,1,315.00
09-481-5023,44-900-5794,2019-10-23,3,465.00
76-437-5698,42-905-5328,2020-01-05,3,337.50
25-252-0068,20-850-2376,2022-01-05,2,285.00
77-635-7433,75-271-9762,2020-01-29,1,147.00
78-204-9950,68-882-8050,2020-12-21,2,252.41
77-367-2436,42-607-3260,2021-08-03,3,186.93
45-043-4851,60-346-2768,2022-01-14,2,216.14
51-470-5294,76-163-3165,2021-06-08,1,152.40
30-205-9759,19-601-3865,2020-06-19,3,139.70
87-503-4703,47-264-6899,2020-06-25,3,66.86
41-269-9772,56-511-3188,2021-06-09,2,137.76
89-007-9559,21-798-9412,2020-04-10,1,199.76
54-080-0702,82-520-3770,2020-11-20,2,78.12
65-485-7254,95-331-1993,2020-08-15,3,125.99
64-051-9774,53-257-4115,2020-05-14,2,104.07
31-255-9487,42-410-0705,2022-12-06,1,179.70
97-623-6572,38-609-7229,2022-01-22,3,187.50
79-946-2742,03-331-1028,2022-01-30,3,352.50
34-257-0115,29-836-4385,2020-03-21,2,112.50
11-486-8739,41-226-8734,2022-07-03,1,330.00
21-385-2808,16-815-6643,2022-01-06,2,480.00
30-790-3083,77-281-8756,2020-09-11,3,315.00
40-599-5065,30-825-3298,2022-05-27,2,465.00
42-438-0394,96-799-4054,2022-02-01,1,337.50
71-828-3556,68-814-7130,2019-06-26,3,285.00
51-420-8292,32-736-6261,2021-01-24,3,147.00
00-965-9450,63-784-1408,2022-02-15,2,252.41
83-336-8250,40-260-1346,2021-10-18,1,186.93
34-331-6365,35-306-1244,2020-12-13,2,216.14
11-997-6382,48-853-9332,2022-09-05,3,152.40
61-720-5633,56-125-9083,2019-07-24,2,139.70
01-062-3384,72-073-0415,2021-10-11,1,66.86
61-729-8958,50-376-1116,2020-01-04,3,137.76
75-786-1124,20-180-7160,2020-01-24,3,199.76
56-644-2509,47-775-2879,2020-12-26,2,78.12
57-393-6200,58-519-0920,2020-01-17,1,125.99
76-334-1448,53-665-5572,2019-12-07,2,104.07
56-775-4607,99-823-8050,2020-05-07,3,179.70
29-947-3866,46-151-7455,2021-09-05,2,187.50
32-317-3692,57-249-9311,2022-09-14,1,352.50
26-461-5577,41-836-7896,2021-07-06,3,112.50
30-715-2573,77-952-2629,2020-10-06,3,330.00
36-290-7816,04-242-3472,2019-10-26,2,480.00
50-370-8158,97-519-5326,2022-07-30,1,315.00
92-776-2834,74-748-7404,2021-07-08,2,465.00
61-501-5110,03-350-0766,2020-04-07,3,337.50
29-952-5748,59-273-7178,2019-06-27,2,285.00
86-400-9239,75-358-8408,2019-07-06,1,147.00
79-850-0887,53-501-6288,2021-03-17,3,252.41
31-302-3952,06-093-4453,2020-11-24,3,186.93
10-030-5503,09-685-7250,2021-02-03,2,216.14
24-041-3369,48-621-4122,2021-02-03,1,152.40
59-617-9817,37-038-2215,2021-06-02,2,139.70
30-117-6174,60-917-4254,2022-09-15,3,66.86
17-586-7905,62-845-0351,2021-07-03,2,137.76
47-760-3761,83-415-1839,2020-05-04,1,199.76
68-391-0908,79-877-0995,2022-08-14,3,78.12
54-501-1389,35-922-4096,2020-03-27,3,125.99
99-900-7458,07-117-6288,2021-01-26,2,104.07
55-250-4051,29-212-8537,2021-03-07,1,179.70
10-462-2908,98-667-2397,2022-06-29,2,187.50
81-491-8325,42-820-6751,2021-10-14,3,352.50
97-554-4987,14-111-5943,2021-06-25,2,112.50
89-013-4600,60-136-0339,2020-05-04,1,330.00
88-109-8460,48-656-3310,2020-02-11,3,480.00
19-281-5590,07-805-8279,2020-07-04,3,315.00
61-721-9793,21-055-2991,2022-06-20,2,465.00
77-083-7289,38-183-2380,2021-05-07,1,337.50
95-551-4400,31-360-2315,2021-10-10,2,285.00
29-577-3059,58-897-9539,2022-05-18,3,147.00
43-663-3135,45-104-2327,2020-06-23,2,252.41
45-381-3607,26-472-0085,2021-06-03,1,186.93
02-732-6800,95-863-7435,2022-12-07,3,216.14
50-475-9958,85-315-2081,2019-08-20,3,152.40
92-873-3440,82-197-4890,2020-10-16,2,139.70
41-640-4815,90-268-2856,2021-10-02,1,66.86
45-153-3592,54-078-7771,2020-03-03,2,137.76
80-984-7751,91-387-2469,2022-01-23,3,199.76
31-014-4239,87-182-2023,2019-11-07,2,78.12
71-274-0068,13-867-0430,2021-05-03,1,125.99
40-081-7496,50-466-7631,2020-12-03,3,104.07
54-413-3195,41-164-0757,2022-06-14,3,179.70
64-427-6469,01-646-4719,2021-03-02,2,187.50
89-266-9786,24-476-4314,2021-11-21,1,352.50
32-732-9550,96-936-2893,2022-02-21,2,112.50
47-940-7720,43-976-6171,2020-02-05,3,330.00
84-923-5585,04-213-6891,2022-03-03,2,480.00
11-776-8532,03-754-8064,2020-11-20,1,315.00
40-708-8263,80-279-3555,2021-05-27,3,465.00
19-798-0585,34-747-6973,2021-09-18,3,337.50
85-956-0185,80-992-8483,2022-09-14,2,285.00
49-275-9191,27-053-6056,2022-01-25,1,147.00
62-507-3661,28-076-4615,2021-10-18,2,252.41
50-030-7130,05-685-7660,2020-06-15,3,186.93
19-530-8425,96-672-3509,2021-10-30,2,216.14
50-696-6686,62-549-2752,2020-11-04,1,152.40
65-919-0733,40-270-8030,2019-06-26,3,139.70
71-925-2450,59-072-5051,2020-06-08,3,66.86
52-523-5327,28-108-0435,2022-12-07,2,137.76
30-087-5181,57-785-3314,2020-03-22,1,199.76
91-855-3626,94-096-1282,2021-11-16,2,78.12
62-086-4242,46-049-5828,2021-04-26,3,125.99
11-645-0948,41-128-9654,2019-07-07,2,104.07
38-068-6643,81-094-4880,2022-10-25,1,179.70
73-375-8634,71-750-9970,2020-05-31,3,187.50
96-458-9557,18-073-6715,2020-05-14,3,352.50
55-209-0374,41-371-0653,2019-12-06,2,112.50
16-946-9856,32-572-1979,2020-07-01,1,330.00
05-971-9045,54-536-6254,2022-10-03,2,480.00
06-075-0174,29-219-2253,2019-09-09,3,315.00
67-748-7876,71-721-5004,2020-03-14,2,465.00
97-246-5273,97-710-2761,2021-06-05,1,337.50
02-715-2965,59-575-5435,2022-10-26,3,285.00
82-505-2050,65-481-0473,2020-07-25,3,147.00
84-039-6634,43-167-6563,2021-07-18,2,252.41
91-659-9644,64-548-0720,2020-11-29,1,186.93
21-164-7722,80-680-2541,2020-07-02,2,216.14
36-898-0004,80-692-1577,2020-02-11,3,152.40
95-007-7718,20-619-2889,2022-06-06,2,139.70
03-955-4532,33-530-9357,2022-09-28,1,66.86
58-753-8307,37-845-3065,2021-07-14,3,137.76
47-612-6340,81-488-4385,2020-03-27,3,199.76
97-905-7691,81-070-8211,2019-12-22,2,78.12
26-929-8429,57-713-4376,2019-08-08,1,125.99
92-660-8297,91-235-3553,2021-02-09,2,104.07
37-675-7898,34-942-9341,2021-04-12,3,179.70
93-892-9924,53-865-0514,2021-01-12,2,187.50
77-779-8790,31-432-4517,2020-06-12,1,352.50
95-666-2867,55-350-7166,2019-11-17,3,112.50
24-934-3291,44-464-5517,2021-01-14,3,330.00
36-505-9404,13-549-8164,2020-11-02,2,480.00
87-796-6079,76-184-8198,2021-07-07,1,315.00
40-278-4324,53-208-7209,2022-06-15,2,465.00
24-314-4867,38-865-5715,2021-11-16,3,337.50
85-196-6451,15-968-4354,2021-06-29,2,285.00
67-413-6177,23-557-3971,2019-08-14,1,147.00
65-262-1387,42-475-0558,2020-12-04,3,252.41
69-817-7678,37-704-3505,2022-07-11,3,186.93
17-253-1197,50-685-3169,2021-10-06,2,216.14
14-606-3655,86-294-0566,2020-12-24,1,152.40
99-664-1580,23-082-9045,2022-04-17,2,139.70
22-130-4513,74-130-0054,2021-07-31,3,66.86
06-605-4865,52-201-2191,2019-09-14,2,137.76
42-303-1476,30-902-5761,2021-12-30,1,199.76
16-921-7992,33-940-3140,2022-02-21,3,78.12
24-678-5042,10-483-3261,2020-07-19,3,125.99
36-928-2921,66-300-2343,2022-01-28,2,104.07
15-090-5294,27-735-9532,2022-12-24,1,179.70
21-844-2539,42-165-1972,2020-06-15,2,187.50
41-328-2835,23-834-9533,2022-09-09,3,352.50
41-441-3097,81-334-5691,2021-01-17,2,112.50
43-461-0935,30-022-9413,2022-06-06,1,330.00
37-273-5241,19-848-0069,2021-05-25,3,480.00
32-377-0706,98-591-9409,2020-05-29,3,315.00
74-776-4460,10-047-1960,2022-07-21,2,465.00
42-250-4316,42-897-6329,2022-09-22,1,337.50
87-530-1190,39-999-0021,2020-02-23,2,285.00
79-518-4381,82-124-3942,2022-06-04,3,147.00
14-648-5507,36-331-2831,2019-07-17,2,252.41
74-980-5294,34-309-3114,2021-12-05,1,186.93
17-264-8555,19-101-7328,2021-03-01,3,216.14
81-881-8993,60-136-4870,2021-11-01,3,152.40
86-053-9440,85-127-4717,2022-12-23,2,139.70
58-300-9513,49-948-7915,2021-07-11,1,66.86
58-115-0437,06-831-0706,2021-01-30,2,137.76
33-390-5032,29-914-6794,2022-03-01,3,199.76
30-724-0380,31-856-0244,2021-02-23,2,78.12
01-733-5889,32-395-2589,2022-05-28,1,125.99
80-349-3939,04-935-5157,2022-12-25,3,104.07
54-162-7684,18-892-9010,2021-12-22,3,179.70
53-563-4345,95-339-8822,2021-03-08,2,187.50
38-969-7419,95-862-4662,2019-09-12,1,352.50
03-555-7951,80-277-5556,2022-08-21,2,112.50
23-427-8106,48-999-9247,2020-10-21,3,330.00
21-627-1027,55-441-4945,2019-12-30,2,480.00
31-106-2180,74-776-1637,2021-01-05,1,315.00
66-188-6911,51-529-9908,2022-07-12,3,465.00
82-410-4692,63-986-0563,2021-10-31,3,337.50
76-867-4343,96-628-9343,2021-06-08,2,285.00
32-483-3668,61-684-7316,2020-04-06,1,147.00
92-392-7061,48-951-1953,2019-06-23,2,252.41
61-618-8783,64-856-3763,2022-05-16,3,186.93
47-068-1396,23-233-9582,2022-09-30,2,216.14
18-359-3465,15-212-8866,2019-08-04,1,152.40
33-044-7954,07-575-4456,2021-11-16,3,139.70
19-189-3064,99-435-3448,2021-12-20,3,66.86
36-478-2126,07-158-6611,2019-11-18,2,137.76
97-233-2887,40-581-7231,2020-09-23,1,199.76
24-351-9777,49-436-2903,2022-09-09,2,78.12
00-618-9205,49-449-2339,2020-09-28,3,125.99
72-325-3096,28-494-9464,2021-01-10,2,104.07
14-316-4950,28-255-9636,2022-04-23,1,179.70
66-525-3598,04-007-9403,2021-07-18,3,187.50
66-056-8690,30-134-4141,2019-09-29,3,352.50
66-501-9308,43-303-6151,2020-10-22,2,112.50
97-946-2509,74-339-8181,2021-05-14,1,330.00
40-864-0766,34-231-0656,2021-04-15,2,480.00
25-177-6985,68-194-7215,2019-08-10,3,315.00
11-146-3342,82-442-4503,2021-07-11,2,465.00
80-727-2984,65-959-0100,2022-10-19,1,337.50
24-139-0192,06-870-3808,2020-06-13,3,285.00
32-698-1958,79-834-1150,2021-11-02,3,147.00
66-068-8313,91-484-8549,2021-10-12,2,252.41
02-311-4674,58-358-2956,2022-06-30,1,186.93
85-569-0097,40-946-4285,2020-12-21,2,216.14
33-294-7116,22-719-1060,2020-11-09,3,152.40
